"(Intercept)","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X3","X4","X5","X6","X7","X8","X9","sim","n"
1.36318209742869e-65,8.13429951003287e-40,2.64004875421843e-65,3.11698748951665e-65,1.95448210667691e-65,2.02366214511605e-65,5.26998301528566e-65,1.35523475142236e-65,1.31189326200457e-65,1.39654473113969e-65,1.31285497200608e-65,1.34905832230063e-65,7.00392660842744e-15,2.45287506929169e-65,1.749576974623e+21,1.20928416853781e+113,9.65787430306179e+185,1.96714854631333e+215,1.75068327852113e+256,2.66935573435927e-65,1.32852022594748e-65,1,900
2.08562228706941e-66,2.93183323329311e-48,9.57364251080061e-67,1.07319345794498e-66,1.1719105909537e-66,9.59989969514199e-67,9.55088924456525e-67,1.77005475203221e-66,9.64451431534167e-67,1.38358200636519e-66,1.37111555845315e-66,9.81893848209104e-67,6.05474728579602e-21,1.21423501615283e-66,168141285.064239,7.36578435759477e+130,5.89697575948349e+182,5.87152380164319e+222,7.55952679666432e+265,2.60292046732736e-66,9.61767516425041e-67,2,900
5.29247109365134e-64,3.30761614772572e-39,1.92469223370791e-64,2.29315478417133e-64,2.53193426378615e-64,2.24075592743814e-64,4.09427074178245e-64,1.99187803748787e-64,1.98189398245297e-64,1.90404572985463e-64,2.75146468915592e-64,4.08370112512664e-64,4.03179844153764e-25,5.07825489711715e-64,2319161765628408,2.99697364586869e+109,1.0298362814298e+163,2.86189659389187e+198,1.04428951245651e+257,1.93260050732761e-64,8.63178186794988e-64,3,900
3.45041095893236e-64,1.32748645794553e-28,3.79186109064675e-64,2.15518200509227e-64,2.18307890588003e-64,1.85049983060798e-64,4.19147140976556e-64,1.82659693856839e-64,2.19798198456082e-64,2.07824716219614e-64,1.83603357136586e-64,3.27199366683053e-64,6.1531645782719e-24,2.2054542545596e-64,525.087870107018,2.13797789533562e+113,8.97357924202709e+170,1.75289137911461e+206,5.77017213283529e+245,1.63892052864664e-63,2.56042257626257e-64,4,900
4.91512996469542e-66,2.75600192067374e-49,6.17729016382955e-66,6.12913979985979e-66,1.82517636775288e-65,5.74462807077233e-65,4.85920966222424e-66,4.86848686965105e-66,5.73985316539504e-66,1.4245185452279e-65,4.86251973900915e-66,4.89267260449194e-66,3.76120528463491e-17,1.72433813967851e-64,8.43576500198322e+20,1.1894086991664e+131,1.23962434198115e+193,3.46139894118023e+211,1.04233620318534e+266,5.60316050736808e-66,4.88669827891298e-66,5,900
8.28205784554933e-65,4.86318790259133e-43,6.49072070412752e-65,7.90015887636619e-65,5.62148857923513e-65,5.6148209548649e-65,5.82097238648651e-65,2.2550748490996e-64,9.45367865782769e-65,5.65378998258746e-65,2.51298636382685e-64,1.24539702499371e-64,2.51263152855296e-21,5.7323516558422e-65,8799099874.6299,2.61121384742863e+103,3.13894616423342e+167,2.4566813242938e+196,4.11198121314085e+243,5.59917707137254e-65,8.71210662874706e-65,6,900
6.38396772220684e-64,2.70699726886252e-43,1.7443430576659e-63,5.88651751536333e-64,3.24650997014069e-63,4.90276668648917e-63,6.33531721477958e-64,6.77214492789659e-64,5.99222926610603e-64,9.8324125469366e-64,1.14309969285741e-63,1.23503198415751e-63,1.46406586446097e-20,6.15628450281027e-64,36311965335.4895,2.41329652616709e+109,1.20187251250226e+161,3.09096027968883e+194,1.9712151355453e+247,6.96579186569879e-64,1.11999507217136e-63,7,900
9.81778962131879e-65,6.85041197452456e-43,8.29194311143627e-65,3.04467903205224e-64,1.23503107185755e-64,8.20958569056875e-65,8.8274365842208e-65,7.9568112816817e-65,7.99556853542917e-65,3.98734225138376e-64,1.27837175269412e-64,8.17930282511449e-65,1.95881143113564e-17,6.03255776574914e-64,2821579.30389923,4.55281837243028e+105,4.18734411012773e+171,2.09450410100075e+202,3.33827718276953e+258,8.51686799748918e-65,1.19508155875197e-64,8,900
6.33202323609576e-64,2.6673353383419e-43,3.19057634172672e-64,1.18768602174532e-64,9.11944502307607e-65,1.06973588536281e-64,1.0295423533107e-64,2.91853469859836e-63,9.15111316823046e-65,1.10140754606141e-64,9.53663184071161e-65,4.17010512919681e-64,8.34389137399246e-25,9.11169373537113e-65,176631804332666,6.50078373493348e+129,5.0649852948433e+174,1.78749585680789e+216,8.59269098327698e+263,1.14347059372483e-64,1.40825216117966e-64,9,900
5.603058189618e-65,1.71623463445421e-42,1.18128967484998e-64,6.73702670710804e-65,5.26563860253779e-65,6.72965032088724e-65,5.27365404530262e-65,6.33074710331594e-65,6.95341969763232e-65,1.74518586830424e-64,5.5417645236733e-65,5.733223595542e-65,2.1966519550788e-22,1.46690207448378e-64,4.43128174516429e-07,3.39133088851644e+102,6.46539498689617e+164,8.63542984048697e+188,4.31096075523094e+257,1.0516072274495e-64,5.38566799311867e-65,10,900
