"","2.5 %","97.5 %"
"(Intercept)",-273.61837461891,-232.52718188573
"TV",-0.936809287856087,0.00777293092679525
"Electronic_games",-0.290292136429067,0.43352112446611
"Social_media",0.324106016339776,1.37764316911373
"Other_internet",0.905028385331699,1.97075077985247
"Own_computer",-0.486462913893561,0.0487850233473522
"Male",-1.71777448777726,-1.21420750491739
"Age",-0.257206796573205,0.155768828289929
"BMI",0.0372865820352448,0.0824643578050499
"Motivation",-2.09338370748386,-1.65605094109821
"Ethnicity",-0.371697355385073,0.265225341292688
"Closeness",-0.8757598766286,-0.582942935687604
"Father",180.103004199386,182.937910553886
"Score",-0.0190360292104693,0.0334631949198806
"Employed",-0.32978750156717,0.200623351932964
"Illness",0.277148120215582,0.758476407199156
"Time",-0.161492262685466,0.0660555969209667
"Distress",-0.0373755829420664,0.0137602714192083
"Siblings",-0.215192269649925,-0.00075556668637509
"Income",-0.000865516671459161,0.000632290869971955
